rank,title,studio,lifetime_gross,year
7157,pascalisisland,Ave,1451857,1988
7158,ernestridesagain,EPG,1450029,1993
7159,i,AaF,1449232,2015
7160,pride,CBS,1446634,2014
7161,kambakkhtishq,Eros,1445739,2009
7162,,SPC,1444588,2005
7163,heyybabyy,Eros,1443521,2007
7164,greenfingers,IDP,1443067,2001
7165,whywefight,SPC,1439972,2006
7166,thekidstaysinthepicture,Focus,1439232,2002
7167,disconnect,LD,1436900,2013
7168,loveatlarge,Orion,1436308,1990
7169,twodaysonenight,IFC,1436243,2014
7170,downbylaw,Isld,1435668,1986
7171,themanfromelysianfields,IDP,1435016,2002
7172,monicalamitraille,All.,1435015,2004
7173,shadowofthewolf,Triu,1434174,1993
7174,noendinsight,Magn.,1433319,2007
7175,microcosmos,Mira.,1433210,1996
7176,aprayerforthedying,Gold.,1432687,1987
7177,judwaa,FIP,1431255,2017
7178,krrish,AdL.,1430721,2006
7179,infinitelypolarbear,SPC,1430655,2015
7180,theartofgettingby,FoxS,1430241,2011
7181,ihopetheyservebeerinhell,Free,1429299,2009
7182,mybestfriend,IFC,1426784,2007
7183,northfork,ParC,1420578,2003
7184,americanflyers,WB,1420355,1985
7185,findingyourfeet,RAtt.,1418682,2018
7186,kandahar,Avat.,1418314,2001
7187,monsieurhire,OrionC,1417030,1990
7188,mrsix,CL,1415450,2015
7189,thenotoriousbettiepage,PicH,1415082,2006
7190,escape,NW,1414828,1984
7191,dontworryhewontgetfaronfoot,Amazon,1414798,2018
7192,marley,Magn.,1413480,2012
7193,salaamnamaste,Yash,1413283,2005
7194,theweddingplan,RAtt.,1412404,2017
7195,homes,BG,1411927,2015
7196,paheli,Eros,1409499,2005
7197,lookingforrichard,FoxS,1408575,1996
7198,iveheardmermaidssinging,Mira.,1408491,1987
7199,lovers,Aries,1407309,1992
7200,wonderwheel,Amazon,1404061,2017
7201,whereangelsfeartotread,FL,1403033,1992
7202,sahara,MGM,1402962,1984
7203,savingprivateperez,LGF,1400726,2011
7204,ushpizin,PicH,1400666,2005
7205,thecelluloidcloset,SPC,1400591,1996
7206,couragemountain,Triu,1393610,1990
7207,givemyregardstobroadst,Fox,1393501,1984
7208,penitentiaryiii,Can.,1392616,1987
7209,xgamesdthemovie,BV,1391434,2009
7210,welcomeback,Eros,1388365,2015
7211,romeoetjuliette,All.,1386582,2006
7212,phatbeach,Orion,1383553,1996
7213,repossessed,NL,1382462,1990
7214,bookoflove,NL,1382259,1991
7215,certainfury,NW,1381091,1985
7216,girlmostlikely,RAtt.,1378591,2013
7217,locke,A24,1375769,2014
7218,certifiedcopy,IFC,1373975,2011
7219,daddysdyinwhosgotthewill,MGM,1373728,1990
7220,southcentral,WB,1373196,1992
7221,everybodywins,Orion,1372350,1990
7222,imsoexcited,SPC,1368119,2013
7223,littlenemoadventuresinslumberland,Hemd,1368000,1992
7224,race,UTV,1367024,2008
7225,strangeinvaders,Orion,1362303,1983
7226,myfrienddahmer,FR,1361611,2017
7227,thedevilsdouble,LGF,1361512,2011
7228,genius,RAtt.,1361045,2016
7229,gimmeshelter,RAtt.,1359910,2014
7230,spankingthemonkey,FL,1359736,1994
7231,forcemajeure,Magn.,1359497,2014
7232,kansascity,FL,1356329,1996
7233,theoffspring,MovE,1355728,1987
7234,thesecretsofjonathansperry,5&2,1355079,2009
7235,neubayolabajolanuevaley,Prkr,1354652,1996
7236,truelove,MGM,1354268,1989
7237,lederniertunnel,Chri.,1352489,2004
7238,oscarshorts,Shrts.,1352152,2011
7239,tumbleweeds,FL,1350248,1999
7240,platoonleader,Can.,1348771,1988
7241,thecokevillemiracle,Excel,1348456,2015
7242,snowflowerandthesecretfan,FoxS,1348205,2011
7243,wadjda,SPC,1347747,2013
7244,atplayinthefieldsofthelord,Uni.,1345903,1991
7245,cityofhope,Gold.,1345015,1991
7246,notout,Sony,1343797,2018
7247,thesaltoftheearth,SPC,1343349,2015
7248,gasfoodlodging,IRS,1342613,1992
7249,dearfrankie,Mira.,1341332,2005
7250,noerestusoyyo,LGF,1339911,2011
7251,adirtyshame,FL,1339668,2004
7252,thelittleprince,EOne,1339152,2016
7253,henryfool,SPC,1338335,1998
7254,gobotsbattleoftherocklords,Atl,1338264,1986
7255,thewhalesofaugust,Aliv,1338198,1987
7256,theperilsofgwendolyninthelandofyikyak,Gold.,1337274,1985
7257,thenavigator,Circ,1333379,1989
7258,theneondemon,BG,1333124,2016
7259,baraka,Gold.,1332110,1993
7260,thepast,SPC,1331747,2013
7261,theabandoned,ADF,1331137,2007
7262,restrepo,NGE,1330894,2010
7263,embraceoftheserpent,Osci.,1329249,2016
7264,dividedwefall,SPC,1328815,2001
7265,thumbsucker,SPC,1328679,2005
7266,chasingice,SD,1328467,2012
7267,midnightcrossing,Vest,1328001,1988
7268,steelejustice,Atl,1327740,1987
7269,theultimatelife,HTR,1327149,2013
7270,housefull,Eros,1326999,2016
7271,theworkandthegloryiiiahousedivided,Excel,1325092,2006
7272,blue,Mira.,1324974,1993
7273,sarahsilvermanjesusismagic,IDP,1324339,2005
7274,thedinner,Orch.,1323312,2017
7275,anotherearth,FoxS,1321194,2011
7276,thehorsemanontheroof,Mira.,1320043,1995
7277,catfishinblackbeansauce,Iron,1319592,2000
7278,baaghi,FIP,1319579,2018
7279,thirtytwoshortfilmsaboutglenngould,Gold.,1319521,1993
7280,gabriela,MGM,1318839,1984
7281,skateboard,Uni.,1318823,1978
7282,heartsofdarkness,Trit,1318449,1991
7283,offthemap,Hole.,1317167,2005
7284,radiolandmurders,Uni.,1316865,1994
7285,romero,4Sea,1316495,1989
7286,happyendings,Lions,1315701,2005
7287,thekingsofsummer,CBS,1315590,2013
7288,sylvia,Focus,1315498,2003
7289,romance,Trim.,1314053,1999
7290,iris,Magn.,1310678,2015
7291,saintsandsoldiers,Excel,1310470,2004
7292,annefrankremembered,SPC,1310200,1996
7293,airracersd,3D,1309987,2012
7294,thegoodgerman,WB,1308696,2006
7295,timechanger,5&2,1305964,2002
7296,brotherskeeper,CThnk,1305915,1992
7297,thefourthwar,Can.,1305887,1990
7298,personalshopper,IFC,1305195,2017
7299,babarthemovie,NL,1305187,1989
7300,millionwaystodie,TriS,1305114,1986
7301,queenmargot,Mira.,1304237,1994
7302,theaviator,MGM,1304192,1985
7303,lostinhongkong,WGUSA,1302281,2015
7304,jesusson,Lions,1302067,2000
7305,thewolfpack,Magn.,1301696,2015
7306,nativeson,Cinc,1301121,1986
7307,dogtownandzboys,SPC,1300682,2002
7308,ponette,Arro.,1300377,1997
7309,metoperacendrillon,Fathom,1300000,2018
7310,wetherby,MGM,1299985,1985
7311,cousinbette,FoxS,1295194,1998
7312,funnygames,WIP,1294919,2008
7313,thehotspot,Orion,1293976,1990
7314,goodbyemrloser,CL,1293626,2015
7315,bloodfist,Conc,1292323,1990
7316,elvacilonthemovie,Tele,1291951,2005
7317,kaminey,UTV,1291827,2009
7318,eklavyatheroyalguard,Eros,1290212,2007
7319,therdanimationcelebration,EXPe,1289551,1990
7320,dabangg,Eros,1288549,2010
7321,walkingandtalking,Mira.,1287480,1996
7322,theotherson,Cohen,1285918,2012
7323,cecilbdemented,Art.,1284646,2000
7324,startupcom,Art.,1283356,2001
7325,churchill,Cohen,1281258,2017
7326,theroadhome,SPC,1280490,2001
7327,therapture,FL,1277404,1991
7328,thesenseofanending,CBS,1274420,2017
7329,paperheart,Over.,1274062,2009
7330,robotjox,Triu,1272977,1990
7331,osama,UA,1270904,2004
7332,,RAtt.,1270847,2015
7333,blueintheface,Mira.,1268636,1995
7334,spikemikesanimationfestival,Mell.,1268529,1992
7335,adventuresofamericanrabbit,Atl,1268443,1986
7336,apartmentzero,Skou,1267578,1989
7337,theemperorandtheassassin,SPC,1267239,1999
7338,elephant,FL,1266955,2003
7339,rogerdodger,Art.,1266828,2002
7340,jaiho,Eros,1264515,2014
7341,mohenjodaro,UTV,1264339,2016
7342,hideouskinky,Strat.,1263279,1999
7343,eddiemaconsrun,Uni.,1262691,1983
7344,littlevera,IFEX,1262598,1989
7345,chinagirl,Vest,1262091,1987
7346,micmacs,SPC,1262079,2010
7347,frombeyond,EP,1261000,1986
7348,chondapierceenough,Fathom,1260116,2017
7349,water,Atl,1256862,1986
7350,touchandgo,TriS,1254040,1986
7351,tristramshandyacockandbullstory,PicH,1253413,2006
7352,thebestintentions,Gold.,1253106,1992
7353,theseagull,SPC,1252960,2018
7354,gonzo,Magn.,1252100,2008
7355,foragoodtimecall,Focus,1251749,2012
7356,aninterviewwithgod,Fathom,1251044,2018
7357,thesinglesward,Hale,1250798,2002
7358,kickboxer,Trim.,1250712,1991
7359,homeofthebrave,Cinc,1250000,1986
7360,idiotas,PNT,1249233,2017
7361,mvpmostvaluableprimate,Equin.,1248746,2000
7362,turnitup,NL,1247949,2000
7363,lostangels,Orion,1247946,1988
7364,goldengirl,AVCO,1247376,1979
7365,losinit,Emb,1246141,1983
7366,omkara,Eros,1244576,2006
7367,thecomfortofstrangers,Skou,1244381,1991
7368,dostana,Yash,1243910,2008
7369,mojinthelostlegend,WGUSA,1243810,2015
7370,slumberpartymassacre,Conc,1242995,1990
7371,takethiswaltz,Magn.,1239692,2012
7372,bubbahotep,Vita.,1239183,2003
7373,picturebride,Mira.,1238905,1995
7374,nuitdenoces,Sev.,1238180,2001
7375,carwhereareyou,Orion,1238080,1994
7376,slowburn,LGF,1237615,2007
7377,white,Mira.,1237219,1994
7378,anna,Vest,1236848,1987
7379,queenofhearts,Cinc,1236844,1989
7380,metropolis,Par.,1236166,1927
7381,beyondthemask,Gathr,1236094,2015
7382,theinvisiblewoman,SPC,1234254,2013
7383,mainpremkidiwanihoon,Raj.,1232228,2003
7384,singhamreturns,Eros,1232018,2014
7385,theiciclethief,Aries,1231622,1990
7386,truetothegame,Faith Media,1231040,2017
7387,goingthedistance,Ode.,1230897,2004
7388,stevemcqueenamericanicon,Fathom,1229782,2017
7389,totoleheros,Trit,1228153,1992
7390,slacker,OrionC,1228108,1991
7391,cocktail,Eros,1227789,2012
7392,thefuneral,Oct.,1227324,1996
7393,vitalsigns,Fox,1224605,1990
7394,child,LG/S,1224330,2015
7395,taarezameenpar,UTV,1223869,2007
7396,pattyhearst,Atl,1223326,1988
7397,swades,UTV,1223240,2004
7398,thelonelylady,Uni.,1223220,1983
7399,onetoughcop,Strat.,1223034,1998
7400,ninequeens,SPC,1222889,2002
7401,metallicasomekindofmonster,IFC,1222708,2004
7402,mrnorth,Gold.,1221366,1988
7403,amilliontojuan,Gold.,1220842,1994
7404,withoutyouimnothing,NL,1218730,1990
7405,thehairdressershusband,Trit,1217084,1992
7406,bolbachchan,FIP,1216258,2012
7407,dreamchild,Uni.,1215923,1985
7408,shutupandsing,Wein.,1215045,2006
7409,kingofthehill,Gram.,1214231,1993
7410,thegeneral,SPC,1214198,1998
7411,womanthouartloosedonthethday,Code,1213128,2012
7412,atimeofdestiny,Col.,1212487,1988
7413,imtheonethatiwant,Cho,1210967,2000
7414,thethinblueline,Mira.,1209846,1988
7415,puzzle,SPC,1209538,2018
7416,namasteylondon,Eros,1207007,2007
7417,frommaotomozart,MGM,1205934,1981
7418,inequalityforall,RTWC,1205273,2013
7419,equilibrium,Dim.,1203794,2002
7420,thewomensbalcony,Men.,1200885,2017
7421,veteran,CJ,1200627,2015
7422,beatsrhymeslifethetravelsofatribecalledquest,SPC,1200326,2011
7423,flawless,Magn.,1200234,2008
7424,districtb,Magn.,1200216,2006
7425,headhunters,Magn.,1200010,2012
7426,metoperasemiramide,Fathom,1200000,2018
7427,monthsweeksdays,IFC,1198208,2008
7428,sammyandrosiegetlaid,Cinc,1196336,1987
7429,coolasice,Uni.,1193062,1991
7430,highhopes,Skou,1192322,1989
7431,backstage,Mira.,1191835,2000
7432,dancers,Can.,1190416,1987
7433,meandorsonwelles,Free,1190003,2009
7434,indigo,Mont.,1190000,2005
7435,returntohorrorhigh,NW,1189709,1987
7436,repentance,LGF,1189612,2014
7437,thelairofthewhiteworm,Vest,1189315,1988
7438,killtheirishman,Anch.,1188194,2011
7439,savingface,SPC,1187266,2005
7440,dylandogdeadofnight,OMNI/FSR,1186538,2011
7441,lazerteam,Ampl.,1186426,2016
7442,remember,EOne,1184564,2015
7443,hourpartypeople,MGM,1184096,2002
7444,housefull,Eros,1183658,2010
7445,yearofthegun,Triu,1182273,1991
7446,beeseason,FoxS,1180560,2005
7447,icapturethecastle,IDP,1179035,2003
7448,nightwatch,Mira.,1179002,1998
7449,goodnightmommy,RTWC,1178196,2015
7450,destinyturnsontheradio,Sav.,1176982,1995
7451,themusicofstrangers,Orch.,1176781,2016
7452,whywouldilie,MGM,1175855,1980
7453,festivalexpress,Think,1174079,2004
7454,findmeguilty,YFG,1173643,2006
7455,donttellheritsme,Hemd,1171762,1990
7456,blacksea,Focus,1171559,2015
7457,permanentmidnight,Art.,1171001,1998
7458,metoperalelisirdamore,Fathom,1170000,2018
7459,nightschool,Par.,1169875,1981
7460,theremaining,Triu,1169603,2014
7461,thelordsofsalem,Anch.,1165882,2013
7462,americanmovie,SPC,1165795,1999
7463,mavieencinemascope,All.,1163648,2004
7464,thebesttwoyears,Hale,1163450,2004
7465,vaxxedfromcoveruptocatastrophe,CLS,1163265,2016
7466,leanonpete,A24,1163056,2018
7467,missyoualready,RAtt.,1162653,2015
7468,romeoandjuliet,Rela.,1162635,2013
7469,trois,Rain.,1161843,2000
7470,tosleepwithanger,Gold.,1161135,1990
7471,heights,SPC,1160817,2005
7472,murmuroftheheart,OrionC,1160784,1989
7473,thefinalseason,YFG,1159691,2007
7474,theunborn,Conc,1159578,1991
7475,stillmine,Gold.,1159336,2013
7476,shower,Sony,1157764,2000
7477,thetriptospain,IFC,1157604,2017
7478,wherehopegrows,RAtt.,1156000,2015
7479,ekmainaurekktu,UTV,1155545,2012
7480,thegoodwife,Atl,1155020,1986
7481,step,FoxS,1154982,2017
7482,olivierolivier,SPC,1154476,1993
7483,getreal,ParC,1152979,1999
7484,thewrongguys,NW,1152786,1988
7485,excessiveforce,NL,1152117,1993
7486,together,UA,1151941,2003
7487,infamous,WIP,1151330,2006
7488,papillon,BST,1150750,2018
7489,lesaimants,All.,1150414,2004
7490,nightflyers,NCeV,1149470,1987
7491,dough,Men.,1148304,2016
7492,miraclemile,Hemd,1145404,1989
7493,theriverrat,Par.,1142944,1984
7494,belizairethecajun,Skou,1142243,1986
7495,twomuch,BV,1141556,1996
7496,lie,Lot47,1138836,2001
7497,yiyi,Wins.,1136776,2000
7498,yoohoomrsgoldberg,ICir,1134623,2009
7499,intheshadowofthemoon,Think,1134358,2007
7500,golmaal,Eros,1132192,2010
7501,valmont,Orion,1132112,1989
7502,halfmoonstreet,Fox,1131399,1986
7503,apriceaboverubies,Mira.,1130732,1998
7504,ladymacbeth,RAtt.,1129408,2017
7505,thedeepbluesea,MBox,1126525,2012
7506,thethief,Strat.,1126506,1998
7507,mutewitness,SPC,1125910,1995
7508,thewhistleblower,Gold.,1124966,2011
7509,hectorandthesearchforhappiness,Rela.,1124445,2014
7510,wazir,Relbig.,1124045,2016
7511,kaipoche,UTV,1122527,2013
7512,paperclips,Slow,1121744,2004
7513,mywifeisanactress,SPC,1121233,2002
7514,chakdeindia,Yash,1120404,2007
7515,freddieasfro,Mira.,1119368,1992
7516,streetsmart,Can.,1119112,1987
7517,eyesofastranger,WB,1118634,1981
7518,mcqueen,BST,1118196,2018
7519,zatoichitheblindswordsman,Mira.,1118163,2004
7520,nicotina,Aren,1117864,2004
7521,papahemingwayincuba,YFG,1115615,2016
7522,groove,Sony,1115313,2000
7523,therover,A24,1114423,2014
7524,possession,Lime,1113538,1983
7525,ciaoprofessore,Mira.,1113435,1994
7526,thekingofmasks,Gold.,1113103,1999
7527,walkingwiththeenemy,LS,1112592,2014
7528,livinginoblivion,SPC,1111790,1995
7529,therm,Hale,1111615,2003
7530,sordidlives,Reg.,1111273,2001
7531,taegukgithebrotherhoodofwar,IDP,1111061,2004
7532,macbeth,Wein.,1110707,2015
7533,theovernight,Orch.,1110522,2015
7534,motherandchild,SPC,1110509,2010
7535,georgia,Mira.,1110104,1995
7536,themessenger,Osci.,1109660,2009
7537,burn,CB,1109276,2012
7538,theusvsjohnlennon,LGF,1109146,2006
7539,heathers,NW,1108462,1989
7540,daddynostalgia,Ave,1108429,1991
7541,sacredplanet,BV,1108356,2004
7542,sayamensomebody,MGM,1108299,1983
7543,wheretheheartis,BV,1106475,1990
7544,viceroyshouse,IFC,1105717,2017
7545,thebattleshipisland,CJ,1104957,2017
7546,redstate,SMod,1104682,2011
7547,silk,PicH,1103075,2007
7548,theheartspecialist,Free,1103037,2011
7549,theinsanityofgod,LifeWay,1102525,2016
7550,mistress,RBR,1102469,1992
7551,thecenteroftheworld,Art.,1101344,2001
7552,thepassage,MGM,1101186,1979
7553,temptressmoon,Mira.,1100788,1997
7554,waterland,FL,1100218,1992
7555,thebeguiled,Uni.,1100000,1971
7556,bhoolbhulaiyaa,Eros,1097797,2007
7557,heartofdixie,Orion,1097333,1989
7558,littleodessa,FL,1095885,1995
7559,bricklane,SPC,1095398,2008
7560,madeindagenham,SPC,1095369,2010
7561,bloodandwine,FoxS,1094668,1997
7562,swimmingtocambodia,Cinc,1092911,1987
7563,leviathan,SPC,1092800,2014
7564,whatjusthappened,Magn.,1090947,2008
7565,wired,Tau,1089000,1989
7566,certainwomen,IFC,1087585,2016
7567,rustom,Zee,1087419,2016
7568,themusicteacher,OrionC,1086894,1989
7569,dejavu,RBR,1086181,1998
7570,crush,SPC,1084935,2002
7571,thisismyfather,SPC,1083975,1999
7572,winterkills,AVCO,1083799,1979
7573,charingcrossroad,Col.,1083486,1987
7574,theouting,MovE,1083395,1987
7575,housekeeping,Col.,1083282,1987
7576,themachinist,ParC,1082715,2004
7577,sugar,SPC,1082124,2009
7578,ofunknownorigin,WB,1080470,1983
7579,thetangolesson,SPC,1080192,1997
7580,thecup,FL,1079108,2000
7581,desiboyz,Eros,1078826,2011
7582,whendidyoulastseeyourfather,SPC,1077273,2008
7583,steeperanddeeper,WM,1076685,1992
7584,teesmaarkhan,UTV,1076443,2010
7585,timbuktu,Cohen,1076075,2015
7586,thecaptive,A24,1075178,2014
7587,respiro,SPC,1072834,2003
7588,lolita,Gold.,1071255,1998
7589,thegoldendoor,Mira.,1070769,2007
7590,mohabbatein,Yash,1070000,2000
7591,leftluggage,Castle,1069540,2000
7592,therebedragons,Gold.,1069334,2011
7593,undiscovered,Lions,1069318,2005
7594,pageoneayearinsidethenewyorktimes,Magn.,1067028,2011
7595,laggies,A24,1066981,2014
7596,septemberdawn,Slow,1066555,2007
7597,whatmaisieknew,MNE,1066471,2013
7598,oogielovesinthebigballoonadventure,KVP,1065907,2012
7599,thanksforsharing,RAtt.,1065881,2013
7600,theinnocents,MBox,1065665,2016
7601,to,10F,1064454,2014
7602,themother,SPC,1063163,2004
7603,lamission,Scre.,1062941,2010
7604,partner,Eros,1062840,2007
7605,achristmastale,IFC,1060922,2008
7606,wonderland,Lions,1060512,2003
7607,wonderstruck,RAtt.,1060377,2017
7608,mikesmurder,WB,1059966,1984
7609,kafka,Mira.,1059071,1991
7610,baghban,Eros,1058803,2003
7611,timecode,Sony,1057750,2000
7612,comfortandjoy,Uni.,1057368,1984
7613,defcon,NW,1057064,1985
7614,alongwiththegodsthelastdays,WGUSA,1056395,2018
7615,chuckbuck,Art.,1055671,2000
7616,caramel,RAtt.,1055580,2008
7617,badmoon,WB,1055525,1996
7618,thelittlethief,Mira.,1055416,1989
7619,elvisnixon,BST,1055287,2016
7620,anangelatmytable,FL,1054638,1991
7621,joyeuxnoel,SPC,1054361,2005
7622,thesender,Par.,1054328,1982
7623,velvetgoldmine,Mira.,1053788,1998
7624,theluzhindefence,SPC,1053070,2001
7625,lightsleeper,FL,1050861,1992
7626,thelastkiss,Think,1048950,2002
7627,haider,UTV,1048143,2014
7628,extremedays,Prov.,1047553,2001
7629,nijinsky,Par.,1047454,1980
7630,whatscooking,Lions,1045899,2000
7631,leonardcohenimyourman,LGF,1044254,2006
7632,buried,LGF,1044143,2010
7633,animalkingdom,SPC,1044039,2010
7634,ghostintheshellinnocence,GF,1043896,2004
7635,casinojack,ATO,1042959,2010
7636,indarkness,SPC,1041455,2012
7637,kaante,Med.,1041228,2002
7638,moneyfornothing,BV,1039824,1993
7639,nakedinnewyork,FL,1038959,1994
7640,deadman,Mira.,1037847,1996
7641,theperfectgame,IW,1037071,2010
7642,anotherdayinparadise,Trim.,1036818,1998
7643,together,IFC,1034829,2001
7644,phantom,RCR,1034589,2013
7645,notoriouscho,Wells,1033395,2002
7646,theflowerofmysecret,SPC,1032180,1996
7647,urbania,Lions,1032075,2000
7648,thechildrenofhuangshi,SPC,1031872,2008
7649,hiddenagenda,Hemd,1030938,1990
7650,thebusinessofstrangers,IFC,1030920,2001
7651,darkhorse,Mon,1030851,2015
7652,killyourdarlings,SPC,1030064,2013
7653,ahomeattheendoftheworld,WIP,1029872,2004
7654,welcomehome,Col.,1029822,1989
7655,thethingcalledlove,Par.,1029721,1993
7656,beforetherains,RAtt.,1029655,2008
7657,theeyesoftammyfaye,Lions,1029591,2000
7658,diorandi,Orch.,1028953,2015
7659,aria,Mira.,1028679,1988
7660,umeaurhum,Eros,1028191,2008
7661,frenchtwist,Mira.,1026646,1996
7662,filmstarsdontdieinliverpool,SPC,1026124,2017
7663,matantealine,All.,1025852,2007
7664,crossmyheart,Uni.,1025762,1987
7665,littledorrit,Can.,1025228,1988
7666,hardcandy,LGF,1024640,2006
7667,attacktheblock,SGem,1024175,2011
7668,thebeatthatmyheartskipped,Wells,1023424,2005
7669,operationchromite,CJ,1023348,2016
7670,thebreadmysweet,Pan.,1023156,2001
7671,allovertheguy,Lions,1022324,2001
7672,thirdperson,SPC,1021398,2014
7673,flightsup,Focus,1020921,2015
7674,silvercity,NM,1020656,2004
7675,skinwalkers,ADF,1018965,2007
7676,thieves,SPC,1018682,1996
7677,oscarshorts,Shrts.,1018169,2010
7678,dianavreelandtheeyehastotravel,Gold.,1017579,2012
7679,guzaarish,UTV,1017335,2010
7680,thehollars,SPC,1016985,2016
7681,thesonsroom,Mira.,1016340,2002
7682,nothingtolose,Swen,1016188,2018
7683,liam,Lions,1016021,2001
7684,columbus,INDEP,1015744,2017
7685,savagemessiah,Chri.,1015671,2002
7686,yugiohthedarksideofdimensions,SV,1015339,2017
7687,twofamilyhouse,Lions,1015122,2000
7688,lovefield,Orion,1014726,1993
7689,firstposition,IFC,1014071,2012
7690,stalingrad,Sony,1013945,2014
7691,barbara,AF,1013902,2012
7692,golmaalagain,Rel.,1013893,2017
7693,assassinationtango,UA,1013272,2003
7694,shortterm,Cdgm.,1013100,2013
7695,gingerrosa,A24,1012973,2013
7696,thethtourneeofanimation,EXPe,1012881,1993
7697,nomansland,MGM,1012153,2001
7698,thepianoteacher,Kino,1012069,2002
7699,owningmahowny,SPC,1011871,2003
7700,helovesmehelovesmenot,IDP,1011102,2003
7701,xiuxiuthesentdowngirl,Strat.,1010933,1999
7702,raid,Eros,1010385,2018
7703,paris,IFC,1010194,2009
7704,slam,Trim.,1009819,1998
7705,thebostonians,ALM,1009700,1984
7706,thesong,Gold.,1009620,2014
7707,wallaceandgromit,N.Arts,1009577,1996
7708,bigstonegap,PH,1009301,2015
7709,theimaxnutcracker,Imax,1009291,1999
7710,sarkarraj,Eros,1009065,2008
7711,thre,BPic,1008849,2007
7712,enemy,A24,1008726,2014
7713,damselsindistress,SPC,1008455,2012
7714,whore,Trim.,1008404,1991
7715,inabetterworld,SPC,1008098,2011
7716,garammasala,RBF,1007943,2006
7717,shiloh,Leg.,1007822,1997
7718,cobb,WB,1007583,1994
7719,straightfromtheheart,Vid.,1007446,1999
7720,mysterysciencetheater,Gram.,1007306,1996
7721,zentropa,Mira.,1007001,1992
7722,corporateaffairs,Conc,1006575,1990
7723,unconditional,VMP,1005800,2012
7724,fastfoodnation,FoxS,1005539,2006
7725,faithofourfathers,PFR,1004105,2015
7726,fromuponpoppyhill,GK,1002895,2013
7727,antoniaandjane,Mira.,1002078,1991
7728,rubyinparadise,Oct.,1001437,1993
7729,theinsult,Cohen,1001305,2018
7730,mysummeroflove,Focus,1000915,2005
7731,goyasghosts,Gold.,1000626,2007
7732,meetingvenus,WB,1000348,1991
7733,yaadein,Tips,1000229,2001
7734,cowboybebop,IDP,1000045,2003
7735,marchordie,Col.,1000000,1977
7736,inthemood,Lori,999382,1987
7737,newyork,Yash,997437,2009
7738,yamlapagladeewana,Eros,993031,2011
7739,allaccessfrontrowbackstagelive,Imax,992683,2001
7740,campusman,Par.,989528,1987
7741,milliondollarmystery,DEG,989033,1987
7742,gettthetrialofvivianeamsalem,MBox,988150,2015
7743,rockstar,Eros,986697,2011
7744,twinfallsidaho,SPC,985341,1999
7745,baarbaardekho,Eros,981947,2016
7746,theprotector,WB,981817,1985
7747,talkingdirtyafterdark,NL,978775,1991
7748,meekscutoff,Osci.,977772,2011
7749,gettingiton,Comw,975414,1983
7750,cassandrasdream,Wein.,973018,2008
7751,rampart,MNE,972512,2012
7752,thebeaver,Sum.,970816,2011
7753,lore,MBox,970325,2013
7754,thehuntingparty,MGM/W,969869,2007
7755,fivecorners,Cinpx,969205,1988
7756,lastflagflying,LGF,965481,2017
7757,aharddaysnight,Mira.,965351,2000
7758,thebabadook,IFC,964413,2014
7759,separatelives,Trim.,961147,1995
7760,gettingitright,MCE,960385,1989
7761,appointmentwithdeath,Can.,960040,1988
7762,georgearomerosdiaryofthedead,TRR,958961,2008
7763,brokenenglish,Magn.,956919,2007
7764,lucky,Magn.,955925,2017
7765,ready,Eros,955148,2011
7766,mangalpandeytherising,Yash,954108,2005
7767,heartbeat,WB,954046,1980
7768,facesplaces,Cohen,953717,2017
7769,thetencommandments,RM,952820,2007
7770,morethanagame,LGF,950675,2009
7771,nellyandmonsieurarnaud,A.Eye,950237,1996
7772,amaninlove,Cinc,949451,1987
7773,comeseetheparadise,Fox,947306,1990
7774,lookintogetout,Par.,946461,1982
7775,dedanadan,Eros,944979,2009
7776,encountersattheendoftheworld,Think,944933,2008
7777,theyearoldmanwhoclimbedoutthewindowanddisappeared,MBox,944193,2015
7778,buntyaurbabli,Yash,942756,2005
7779,americanteen,ParV,942441,2008
7780,heavy,Lions,941414,1996
7781,landline,Magn.,940854,2017
7782,watchers,Uni.,940173,1988
7783,thetakingofbeverlyhills,Col.,939277,1991
7784,neruda,Orch.,939101,2016
7785,sweetie,Ave,938065,1990
7786,management,Gold.,934658,2009
7787,childrenofheaven,Mira.,933933,1999
7788,brightyoungthings,Think,933637,2004
7789,stolenchildren,Gold.,931280,1993
7790,breakingandentering,Wein.,930469,2006
7791,absolutebeginners,Orion,930211,1986
7792,tubelight,Yash,930058,2017
7793,simpatico,FL,929606,2000
7794,criminal,WIP,929233,2004
7795,thepower,FVI,929162,1984
7796,aimeejaguar,Zeit.,927107,2000
7797,femaleperversions,Oct.,926954,1997
7798,menage,Cinc,925952,1986
7799,patternsofevidencetheexodus,TMF,925576,2015
7800,thewhiteballoon,Oct.,924940,1996
7801,separatelies,FoxS,924260,2005
7802,knightmoves,Rep.,923418,1993
7803,masquerade,CJ,922921,2012
7804,up,Gold.,922872,1992
7805,theredturtle,SPC,921974,2017
7806,themanwithoutapast,SPC,921847,2003
7807,chandnichowktochina,WB,921738,2009
7808,storytelling,FL,921445,2002
7809,shaadikesideeffects,Eros,921277,2014
7810,amanofnoimportance,SPC,920916,1994
7811,whennightisfalling,Oct.,919671,1997
7812,borutonarutothemovie,Elev.,919651,2015
7813,ruby,Triu,919286,1992
7814,singhisbling,Eros,919095,2015
7815,braindonors,Par.,918239,1992
7816,gothic,Vest,916172,1987
