rank,title,studio,lifetime_gross,year
7817,mujhseshaadikarogi,Zee,915728,2004
7818,thesalvationpoem,CZ,914818,2010
7819,yellowsubmarine,Abr.,914794,2018
7820,stuartsaveshisfamily,Par.,912082,1995
7821,menwithguns,SPC,910773,1998
7822,lagaan,SetP,909043,2001
7823,strike,Mira.,907996,1998
7824,americandesi,Eros,907835,2001
7825,vasavoir,SPC,907323,2001
7826,sholemaleichemlaughinginthedarkness,ICir,906666,2011
7827,coldsouls,Gold.,905209,2009
7828,guantanamera,Lions,903840,1997
7829,raanjhana,Eros,903232,2013
7830,jesuscamp,Magn.,902544,2006
7831,americanninjabloodhunt,Can.,902152,1989
7832,thewarroom,Oct.,901668,1993
7833,juliaandjulia,Cinc,901364,1988
7834,thebrotherssolomon,SGem,900926,2007
7835,startingoutintheevening,RAtt.,898786,2007
7836,headingsouth,Shad.,898468,2006
7837,theimposter,IM,898317,2012
7838,thewildestdream,NGE,898137,2010
7839,gentleman,Gaatri,897876,2016
7840,intermission,IFC,896993,2004
7841,theglassmenagerie,Cinpx,895904,1987
7842,placevendome,Emp.,895788,2000
7843,theotherconquest,Hom.,894410,2000
7844,enigma,Emb,893967,1983
7845,bestofenemies,Magn.,892802,2015
7846,abcd,UTV,892133,2015
7847,thetasteofothers,Mira.,891369,2000
7848,believe,Free,890303,2016
7849,theyards,Mira.,889352,2000
7850,lookingforcomedyinthemuslimworld,WIP,888975,2006
7851,tyson,SPC,887918,2009
7852,aloneyetnotalone,S/IMA,887851,2013
7853,saawariya,Sony,885574,2007
7854,gazbarblues,Ode.,884664,2003
7855,seraphine,MBox,884613,2009
7856,princesskaiulani,RAtt.,883887,2010
7857,thebloodofheroes,NL,882290,1990
7858,paprika,SPC,882267,2007
7859,pandorasbox,Rain.,881950,2002
7860,emmasmithmystory,CMG,881787,2008
7861,venom,Dim.,881779,2005
7862,frantz,MBox,880883,2017
7863,journeytothewestthedemonsstrikeback,Sony,880346,2017
7864,delhi,UTV,879913,2009
7865,thebattleofalgiers,Riz.,879794,1967
7866,fastcheapandoutofcontrol,SPC,878960,1997
7867,thecastle,Mira.,877621,1999
7868,thehit,IsAl,876775,1985
7869,afterdarkshorrorfest,ADF,874635,2007
7870,realmen,UA,873903,1987
7871,masaisonpreferee,Filmo,873857,1996
7872,laceremonie,NYer,873196,1996
7873,tararumpum,Yash,872643,2007
7874,control,Wein.,872252,2007
7875,wherethetruthlies,Think,872142,2005
7876,theprincessandthewarrior,SPC,872091,2001
7877,edgeofseventeen,Strand,871759,1999
7878,goodbyesolo,RAtt.,870781,2009
7879,parents,Vest,870532,1989
7880,thewinterguest,FL,870290,1997
7881,duma,WB,870067,2005
7882,masnegroquelanoche,LGF,870063,2014
7883,particlefever,Abr.,869838,2014
7884,beastmaster,NL,869325,1991
7885,thecrossingguard,Mira.,868979,1995
7886,myblueberrynights,Wein.,867275,2008
7887,mirrormask,IDP,866999,2005
7888,letthesunshinein,IFC,866714,2018
7889,songwriter,TriS,865915,1984
7890,wendyandlucy,Osci.,865695,2008
7891,crackhouse,Can.,862551,1989
7892,therdtourneeofanimation,EXPe,862309,1991
7893,jaggajasoos,UTV,861740,2017
7894,inlandempire,518,861355,2006
7895,contempt,Strand,860223,1997
7896,rendezvousinparis,A.Eye,859059,1996
7897,theterrorwithin,Conc,858591,1989
7898,annakarenina,WB,858553,1997
7899,sarahlandonandtheparanormalhour,Free,858415,2007
7900,wildfire,,858356,1999
7901,toughguysdontdance,Can.,858250,1987
7902,kika,Eros,857986,2016
7903,songofthesea,GK,857522,2014
7904,thecove,RAtt.,857005,2009
7905,angeltown,Tau,855810,1990
7906,bandstandthebroadwaymusical,Fathom,855333,2018
7907,anjaanaanjaani,Eros,854757,2010
7908,marlene,Aliv,852676,1986
7909,brighamcity,Excel,852206,2001
7910,paris,SPC,851540,2009
7911,sharkwater,Free,850920,2007
7912,anamericanrhapsody,ParC,850255,2001
7913,theadventuresofmarktwain,Atl,849915,1986
7914,generationiron,TVC,849521,2013
7915,guadalupe,Slow,848139,2006
7916,ihateluvstorys,UTV,847993,2010
7917,nowheretohide,NCeV,847468,1987
7918,atlasshruggedpartiiiwhoisjohngalt,ADC,846704,2014
7919,mustang,Cohen,845464,2015
7920,likearrows,Fathom,843885,2018
7921,onetrickpony,WB,843215,1980
7922,higherground,SPC,841733,2011
7923,streetknight,Can.,841015,1993
7924,comebacktothefiveanddimejimmydeanjimmydean,Cinc,840958,1982
7925,illuminata,Art.,840134,1999
7926,josephandrews,Par.,839865,1977
7927,exfile,CL,838959,2017
7928,childrenoftherevolution,Mira.,838368,1997
7929,overthebrooklynbridge,MGM,837914,1983
7930,innocentvoices,Slow,837878,2005
7931,gingerfred,MGM,837623,1986
7932,chaltechalte,Eros,836225,2003
7933,foolforlove,Can.,836156,1985
7934,kirkcameronconnect,Fathom,836020,2018
7935,themiracle,Mira.,835519,1991
7936,latterdays,TLA,834685,2004
7937,arctictale,ParV,833532,2007
7938,,Men.,832378,2017
7939,thelastdaysofcheznous,FL,831578,1993
7940,apresvous,ParC,830292,2005
7941,borntobeblue,EOne,830129,2016
7942,untiltheendoftheworld,WB,829625,1991
7943,breakfastonpluto,SPC,828699,2005
7944,premam,BSC,828278,2016
7945,feliciasjourney,Art.,824295,1999
7946,boyfriendsandgirlfriends,OrionC,823243,1988
7947,iousa,RAtt.,821046,2008
7948,bombshellthehedylamarrstory,Zeit.,820300,2017
7949,sleepingwithotherpeople,IFC,819431,2015
7950,kochadaiiyaan,Eros,817192,2014
7951,thethingaboutmyfolks,PicH,816403,2005
7952,balletsrusses,Zeit.,815848,2005
7953,citizensband,Par.,815530,1977
7954,waqttheraceagainsttime,Eros,815064,2005
7955,whatif,5&2,814906,2010
7956,charly,Excel,814666,2002
7957,theseabeast,WB,814000,1926
7958,dishoom,Eros,812737,2016
7959,personalvelocity,MGM,811299,2002
7960,farawaysoclose,SPC,810455,1993
7961,lifeitself,Magn.,810454,2014
7962,theboysareback,Mira.,809752,2009
7963,billw,P124,809590,2012
7964,waitingforthelight,Triu,808690,1990
7965,factotum,IFC,808221,2006
7966,waxwork,Vest,808114,1988
7967,bulletproof,Uni.,807947,1988
7968,wildreeds,Strand,807775,1995
7969,theyearmyparentswentonvacation,CityL,807117,2008
7970,cestlavie,Gold.,805472,1990
7971,theballadofgregoriocortez,Emb,804963,1983
7972,thoselipsthoseeyes,MGM,804713,1980
7973,assassins,Magn.,802778,2011
7974,parineeta,UTV,802758,2005
7975,thetillmanstory,Wein.,802535,2010
7976,afterlife,AL,801985,1999
7977,lastsummerinthehamptons,RBR,801984,1995
7978,thewreckingcrew,Magn.,801606,2015
7979,beast,RAtt.,800365,2018
7980,patticake,FoxS,800148,2017
7981,operationmekong,WGUSA,800012,2016
7982,thebarbarians,Can.,800000,1987
7983,visionsoflight,Kino,799856,1993
7984,chunhyang,Lot47,798977,2000
7985,kissorkill,Oct.,796681,1997
7986,humtum,Yash,796641,2004
7987,rampage,Mira.,796368,1992
7988,labyrinthoflies,SPC,794452,2015
7989,darlingcompanion,SPC,793815,2012
7990,littlemonsters,UA,793775,1989
7991,thetoxicavengerpartii,Troma,792966,1989
7992,irreversible,Lions,792200,2003
7993,intogreatsilence,Zeit.,790452,2007
7994,thinice,ATO,790421,2012
7995,prisonerofthemountains,OrionC,790078,1997
7996,beyondtherapy,NW,790000,1987
7997,bhagambhag,RBF,789963,2006
7998,cabezadevaca,Conc,789127,1992
7999,tremblingbeforegd,NYer,788896,2001
8000,poison,Zeit.,787280,1991
8001,thewailing,WGUSA,786633,2016
8002,nymphomaniacvolumei,Magn.,785896,2014
8003,thelastmistress,IFC,785671,2008
8004,firelight,BV,785482,1998
8005,theboost,Hemd,784990,1988
8006,georgetakeisallegiance,Fathom,784850,2017
8007,heaven,Mira.,784399,2002
8008,cityonfire,AVCO,784181,1979
8009,uptheyangtze,Zeit.,783969,2008
8010,boxofmoonlight,Trim.,782641,1997
8011,stagebeauty,Lions,782383,2004
8012,nutcrackerthemotionpicture,Atl,781727,1986
8013,terimerikahaani,Eros,781196,2012
8014,letoiledunord,MGM,781151,1983
8015,thewonderofitall,Indic.,781016,2009
8016,,Saban,779820,2016
8017,chongqinghotpot,CL,779818,2016
8018,onlygodforgives,RTWC,779188,2013
8019,panic,Roxie,779137,2000
8020,turtlebeach,WB,778535,1992
8021,breakupbuddies,CL,777896,2014
8022,meerkats,NGE,777595,2012
8023,lauracadieuxlasuite,All.,777477,1999
8024,withoutlimits,WB,777423,1998
8025,rowdyrathore,UTV,777373,2012
8026,tobeandtohave,NYer,777129,2003
8027,lonelyhearts,Gold.,777087,1983
8028,listenupthelivesofquincyjones,WB,776699,1990
8029,newwaterfordgirl,Ode.,774469,2000
8030,mindwalk,Trit,774048,1991
8031,bloodysunday,ParC,773228,2002
8032,sonofsardaar,Eros,771789,2012
8033,thegirlnextdoor,Indic.,771712,2000
8034,forallmankind,Apol.,770132,1989
8035,theaccompanist,SPC,769983,1993
8036,theten,Think,769726,2007
8037,pariah,Focus,769552,2011
8038,passionofmind,ParC,769272,2000
8039,markfeltthemanwhobroughtdownthewhitehouse,SPC,768946,2017
8040,thendtourneeofanimation,EXPe,768304,1990
8041,paloalto,Trib.,767732,2014
8042,youngadam,SPC,767373,2004
8043,asmallcircleoffriends,MGM,766760,1980
8044,thesumofus,Gold.,766464,1995
8045,thestatement,SPC,765637,2003
8046,strapless,Mira.,764794,1990
8047,bodiesrestandmotion,NL,764724,1993
8048,thesaltonsea,WB,764554,2002
8049,beforetherain,Gram.,763847,1995
8050,cosmopolis,EOne,763556,2012
8051,provokedatruestory,Eros,761740,2007
8052,fireandice,Fox,760883,1983
8053,thehanoihilton,Can.,760000,1987
8054,doublehappiness,FL,759393,1995
8055,mubarakan,Sony,758868,2017
8056,peeplilive,UTV,757951,2010
8057,coriolanus,Wein.,757195,2012
8058,amateur,SPC,757088,1995
8059,thedevilsbackbone,SPC,755249,2001
8060,lovepotionno,Fox,754935,1992
8061,billu,Eros,754928,2009
8062,black,Yash,754819,2005
8063,middlemen,ParV,754301,2010
8064,kurbaan,UTV,754268,2009
8065,lakshya,UTV,753600,2004
8066,alexandrasproject,All.,752148,2003
8067,bodyshots,NL,752122,1999
8068,nightsofcabiria,Lope.,752045,1957
8069,waitingforthemoon,Skou,751555,1987
8070,firstdescent,Uni.,750805,2005
8071,thegreatbuckhoward,Magn.,750587,2009
8072,defenceoftherealm,Hemd,750000,1986
8073,theparty,RAtt.,749827,2018
8074,treeslounge,OrionC,749741,1996
8075,themanwhocried,Focus,747092,2001
8076,thegirlinaswing,Mira.,747013,1989
8077,howlongwilliloveu,WGUSA,746933,2018
8078,pokemonheroes,Mira.,746381,2003
8079,onchesilbeach,BST,745971,2018
8080,ibelongedtoyou,CL,744541,2016
8081,ontheroad,IFC,744296,2012
8082,saturdayswarrior,Purd.,744046,2016
8083,askthedust,ParC,743847,2006
8084,seymouranintroduction,IFC,743541,2015
8085,sistersister,NW,743445,1988
8086,partymonster,Strand,742898,2003
8087,theedgeofheaven,Strand,742349,2008
8088,warnerbrosthanniversaryfilmfestival,WB,741855,1998
8089,armyofshadows,Rialto,741766,2006
8090,thecrossthearthurblessitstory,8X,741557,2009
8091,charlottegray,WB,741394,2001
8092,thestoryofboysandgirls,Aries,741221,1991
8093,lesmiserables,WB,740048,1995
8094,forksoverknives,Pas.,739561,2011
8095,rosencrantzandguildensternaredead,Cinc,739104,1991
8096,faithless,IDP,739055,2001
8097,satyagraha,UTV,738525,2013
8098,mothersboys,Mira.,737548,1994
8099,andnowladiesandgentlemen,ParC,736872,2003
8100,kadosh,Kino,736812,2000
8101,theshapeofthings,Focus,735992,2003
8102,dropsquad,Gram.,734693,1994
8103,bhajionthebeach,First,734634,1994
8104,rosenstrasse,IDP,734519,2004
8105,onceiwasabeehive,Purd.,732655,2015
8106,lostinlamancha,IFC,732393,2003
8107,asoka,First,731277,2001
8108,ekvillain,Eros,730530,2014
8109,thebritishanimationinvasion,EXPe,729102,1991
8110,fadetoblack,ParC,728921,2004
8111,mausam,Eros,728316,2011
8112,thecakemaker,Strand,728056,2018
8113,lustinthedust,NW,727639,1985
8114,landho,SPC,727594,2014
8115,walkwithme,Gathr,726593,2017
8116,fatgirl,Cow.,725854,2001
8117,kahlilgibranstheprophet,GK,725489,2015
8118,mayitlastaportraitoftheavettbrothers,Osci.,725286,2017
8119,vampireskiss,Hemd,725131,1989
8120,thewickedlady,MGM,724912,1983
8121,yvessaintlaurent,Wein.,723593,2014
8122,metropolis,Sony,722932,2002
8123,bluffmaster,UTV,722847,2005
8124,littleindianbigcity,Dis.,722182,1996
8125,thebigone,Mira.,720074,1998
8126,thewomenonthethfloor,Strand,719823,2011
8127,foreverstrong,Crane,719556,2008
8128,hailhailrocknroll,Uni.,719323,1987
8129,wakeupsid,UTV,718766,2009
8130,kirkcameronreviveus,Fathom,718607,2017
8131,kickingandscreaming,Trim.,718490,1995
8132,thousandpiecesofgold,Grey,717772,1991
8133,andgodcreatedwoman,Vest,717376,1988
8134,hannaharendt,Zeit.,717205,2013
8135,coupedeville,Uni.,715983,1990
8136,rocketscience,PicH,714943,2007
8137,mysteriousskin,Tar.,713240,2005
8138,strangeland,Art.,713239,1998
8139,holymatrimony,BV,713234,1994
8140,shanghaighetto,Men.,712446,2002
8141,thecatcherwasaspy,IFC,712438,2018
8142,householdsaints,FL,712418,1993
8143,theballadofjackandrose,IFC,712275,2005
8144,thevan,FoxS,712095,1997
8145,northface,MBox,711421,2010
8146,khoobsurat,UTV,710508,2014
8147,themonkeykingind,CL,709982,2016
8148,theexception,A24,708973,2017
8149,theassassinationofrichardnixon,Think,708776,2004
8150,raavan,Relbig.,708726,2010
8151,pointblank,Magn.,708215,2011
8152,thehedgehog,NeoC,707945,2011
8153,mozartssister,MBox,707885,2011
8154,oldboy,Tar.,707481,2005
8155,thethhour,WIP,707343,2007
8156,holiday,Relbig.,706893,2014
8157,frankiealice,Free,706546,2011
8158,monsterhunt,LGF,706153,2018
8159,menwomenchildren,Par.,705908,2014
8160,humannature,FL,705308,2002
8161,cartelland,Orch.,704352,2015
8162,canelovsgggsupremacy,Fathom,703396,2017
8163,hobowithashotgun,Magn.,703372,2011
8164,thetaleoftheprincesskaguya,GK,703232,2014
8165,littlemen,Magn.,702537,2016
8166,tangerine,Magn.,702354,2015
8167,bachnaaehaseeno,Yash,702166,2008
8168,up,FRun,701278,2013
8169,chaarsahibzaaderiseofbandsinghbahadur,Eros,700723,2016
8170,siesta,Lori,700000,1987
8171,lalectrice,OrionC,699397,1989
8172,edwardii,FL,699264,1992
8173,saddestmusicintheworld,IFC,699225,2004
8174,agentvinod,Eros,698210,2012
8175,boundaries,SPC,698091,2018
8176,cheenikum,Eros,697369,2007
8177,tabloid,IFC,696921,2011
8178,thehimalayas,CJ,696717,2015
8179,muscleshoals,Magn.,696241,2013
8180,thegirlfriendexperience,Magn.,695840,2009
8181,splitdecisions,NCeV,695822,1988
8182,jhoombarabarjhoom,Yash,695157,2007
8183,delgo,Free,694782,2008
8184,redarmy,SPC,694600,2015
8185,thepiratesofpenzance,Uni.,694497,1983
8186,chrisbrownwelcometomylife,Fathom,693984,2017
8187,thepaperboy,MNE,693286,2012
8188,polishwedding,FoxS,692588,1998
8189,thelivingend,Oct.,692585,1992
8190,stonewall,Strand,692400,1996
8191,insidedeepthroat,Uni.,691880,2005
8192,lostinparis,Osci.,691597,2017
8193,theoppositesexandhowtolivewiththem,Mira.,690966,1993
8194,shubhmangalsaavdhan,Eros,689874,2017
8195,fanboys,Wein.,688529,2009
8196,happyaccidents,IFC,688523,2001
8197,distantvoicesstilllives,Ave,688329,1989
8198,daniel,Par.,687475,1983
8199,ladychatterley,Kino,687414,2007
8200,thecavemansvalentine,Focus,687194,2001
8201,achefinlove,SPC,686704,1997
8202,thedevotionofsuspectx,CL,686435,2017
8203,wigstockthemovie,Gold.,686152,1995
8204,thethieves,WGUSA,685839,2012
8205,mrchurch,Free,685780,2016
8206,bloodsport,FMEnt,684351,1996
8207,nobodyknows,IFC,684118,2005
8208,amanawomanandabank,AVCO,683353,1979
8209,sophieschollthefinaldays,Zeit.,680331,2006
8210,amatteroffaith,5&2,680113,2014
8211,besharam,Relbig.,679866,2013
8212,noentry,Eros,678000,2005
8213,thekingofkongafistfulofquarters,PicH,677914,2007
8214,alexrideroperationstormbreaker,Wein.,677646,2006
8215,thesecretofkells,GK,676775,2010
8216,dancertexaspop,Sony,676631,1998
8217,wheretheriverrunsblack,MGM,676166,1986
8218,midaugustlunch,Zeit.,675299,2010
8219,laagachunarimeindaagjourneyofawoman,Yash,675102,2007
8220,redlights,Wells,673828,2004
8221,thedtrain,IFC,673151,2015
8222,imaginemeandyou,FoxS,672243,2006
8223,csatheconfederatestatesofamerica,IFC,672156,2005
8224,somemothersson,Sony,671437,1996
8225,maniaccop,SGE,671382,1988
8226,koimilgaya,Yash,671372,2003
8227,crythebelovedcountry,Mira.,670727,1995
8228,studentoftheyear,Eros,670086,2012
8229,bewaafa,Eros,670076,2005
8230,thepromise,WIP,669625,2006
8231,arabianknight,Mira.,669276,1995
8232,theclaim,MGM,669258,2000
8233,humaapkedilmeinrahtehain,Eros,668678,1999
8234,kurtandcourtney,Roxie,668228,1998
8235,anvilthestoryofanvil,Abr.,667911,2009
8236,thehousewhereevildwells,MGM,667863,1982
8237,myafternoonswithmargueritte,Cohen,666557,2011
8238,balzacandthelittlechineseseamstress,Emp.,666327,2005
8239,beerformyhorses,RAtt.,666045,2008
8240,echelonconspiracy,ADF,666009,2009
8241,thecremastercycle,Palm,665861,2003
8242,americanbuffalo,Gold.,665450,1996
8243,theberlinfile,CJ,665210,2013
8244,americanhoney,A24,663246,2016
8245,savagenights,Gram.,662341,1994
8246,theemperorsnewclothes,ParC,661903,2002
8247,starmaps,FoxS,661465,1997
8248,thestanfordprisonexperiment,IFC,660561,2015
8249,graceofmyheart,Gram.,660313,1996
8250,baadshah,Eros,660216,1999
8251,lesvisiteurs,Mira.,659810,1996
8252,playthegame,Slow,659483,2009
8253,theconcert,Wein.,657986,2010
8254,spellbinder,MGM,657446,1988
8255,warparty,Hemd,657190,1989
8256,suburbia,SPC,656747,1997
8257,terri,ATO,655802,2011
8258,thedecalogue,NYer,655720,2000
8259,heroes,Eros,655538,2008
8260,anothergaymovie,TLA,654132,2006
8261,wilson,FoxS,653951,2017
8262,parkland,EXCL,653651,2013
8263,lassie,IDP,652163,2006
8264,lenfant,SPC,651941,2006
8265,aarakshan,Relbig.,651096,2011
8266,eljeremias,Sony,650465,2016
8267,jaanemann,AdL.,650000,2006
8268,jodorowskysdune,SPC,647280,2014
8269,japanesestory,IDP,647054,2003
8270,haseetohphasee,Relbig.,646035,2014
8271,saraband,SPC,645634,2005
8272,focus,ParC,645418,2001
8273,frank,Magn.,645186,2014
8274,oscarshorts,Shrts.,644635,2009
8275,da,FDal,644532,1988
8276,dilbolehadippa,Yash,644046,2009
8277,intothesun,Trim.,641886,1991
8278,fivedaysfromhome,Uni.,641768,1979
8279,holymotors,IM,641100,2012
8280,journeyfromthefall,ImAs,641039,2007
8281,cityofgold,IFC,640979,2016
8282,purplemoon,Mira.,640945,1960
8283,dusttoglory,IFC,640013,2005
8284,themonster,Lions,638645,1996
8285,thewildbunch,WB,638641,1969
8286,pomwonderfulpresentsthegreatestmovieeversold,SPC,638476,2011
8287,dinnerrush,Acc.,638227,2001
8288,wearefamily,UTV,638144,2010
8289,blowdry,Mira.,637769,2001
8290,thestoningofsorayam,RAtt.,637421,2009
8291,dicerules,7Art,637327,1991
8292,onefromtheheart,Col.,636796,1982
8293,thevirginityhit,Sony,636706,2010
8294,fugitivepieces,Gold.,635783,2008
8295,moliere,SPC,635733,2007
8296,mylifesofar,Mira.,635620,1999
8297,goyainbordeaux,Sony,635361,2000
8298,thelastlions,NGE,635325,2011
8299,ridewiththedevil,USA,635096,1999
8300,pereetfils,Ode.,634968,2003
8301,daysinnewyork,Magn.,633210,2012
8302,greyowl,Mira.,632617,1999
8303,theassassin,WGUSA,632542,2015
8304,embracethedocumentary,Gathr,629126,2016
8305,pumpingironthewomen,Cinc,628050,1985
8306,theprizewinnerofdefianceohio,DW,627844,2005
8307,amreeka,NGE,627436,2009
8308,redcliff,Magn.,627047,2009
8309,taxi,Lions,626164,2000
8310,johnnystecchino,NL,626057,1992
8311,thehouseofyes,Mira.,626057,1997
8312,sonofthebride,SPC,624757,2002
8313,wutheringheights,Gold.,624643,1989
8314,theonlylivingboyinnewyork,RAtt.,624332,2017
8315,character,SPC,623983,1998
8316,asecret,Strand,623558,2008
8317,kumikothetreasurehunter,Ampl.,623383,2015
8318,texasrangers,Mira.,623374,2001
8319,spikeofbensonhurst,FDal,623112,1988
8320,itsmyparty,MGM,622503,1996
8321,ajami,Kino,622403,2010
8322,sundaylovers,MGM,621931,1981
8323,range,TUG,621738,2016
8324,cronos,Oct.,621392,1994
8325,marykom,Eros,621300,2014
8326,loc,Eros,621103,2003
8327,thepassenger,MGM,620155,1975
8328,guinevere,Mira.,619511,1999
8329,agora,NM,619423,2010
8330,vincere,IFC,619162,2010
8331,foxtrot,SPC,618883,2018
8332,feverpitch,MGM,618847,1985
8333,themiseducationofcameronpost,FR,618730,2018
8334,cage,NCeV,618178,1988
8335,thethirdman,Selz.,618173,1949
8336,iservedthekingofengland,SPC,617403,2008
8337,howl,Osci.,617334,2010
8338,thecelestineprophecy,Ram,617236,2006
8339,thebronze,SPC,615816,2016
8340,findingfanny,FIP,615691,2014
8341,goingupriverthelongwarofjohnkerry,Think,614138,2004
8342,tickled,Magn.,613956,2016
8343,brothersbloodagainstblood,FIP,613775,2015
8344,thehunt,Magn.,613308,2013
8345,queenslogic,NL,612781,1991
8346,walkingthecaminosixwaystosantiago,FEF,612717,2013
8347,thefilthandthefury,FL,612192,2000
8348,lehavre,Jan.,611709,2011
8349,leolo,FL,611703,1993
8350,everlastingmoments,IFC,610825,2009
8351,notfadeaway,ParV,610792,2012
8352,thereturnofsuperfly,Trit,610402,1990
8353,henryportraitofaserialkiller,Grey,609939,1990
8354,deception,Mira.,608866,1993
8355,welcometome,Alc,608852,2015
8356,gunnerpalace,Palm,607844,2005
8357,itzhak,Greenwich,607290,2018
8358,below,Dim.,605562,2002
8359,bluecollarcomedytour,WB,604856,2003
8360,moderngirls,Atl,604849,1986
8361,tatiedanielle,Mira.,604624,1991
8362,loveserenade,Mira.,604523,1997
8363,jaanetuyajaanena,UTV,604037,2008
8364,meancreek,ParC,603951,2004
8365,vincevaughnswildwestcomedyshowdaysnightsfromhollywoodtotheheartland,PicH,603894,2008
8366,themidwife,MBox,603582,2017
8367,theholyland,CAVU,603520,2003
8368,girlfrommonaco,Magn.,602992,2009
8369,theadvocate,Mira.,602329,1994
8370,orgazmo,Oct.,602302,1998
8371,knightsofthecity,NW,601451,1986
8372,thesignal,Focus,600896,2014
8373,chungkingexpress,Roll.,600200,1996
8374,codenamewildgeese,NW,600000,1986
8375,heroine,UTV,598668,2012
8376,sweptaway,SGem,598645,2002
8377,roadscholar,Gold.,597564,1993
8378,master,CJ,597251,2016
8379,fiza,VidS,596591,2000
8380,wheretheriversflownorth,Cale.,595505,1994
8381,schultzegetstheblues,ParC,595071,2005
8382,bluelikejazz,RAtt.,595018,2012
8383,lesrivierespourpres,TriS,594966,2001
8384,loandbeholdreveriesoftheconnectedworld,Magn.,594912,2016
8385,battleofmemories,CL,594552,2017
8386,notoneless,SPC,592586,2000
8387,lapromesse,NYer,592543,1997
